BLCA_5637
SKCM_A101D
SKCM_A2058
SKCM_A375
SKCM_C32
SKCM_CHL-1
SKCM_COLO-679
SKCM_COLO-783
SKCM_COLO-792
SKCM_COLO-800
SKCM_COLO-829
SKCM_CP50-MEL-B
SKCM_CP66-MEL
SKCM_CP67-MEL
SKCM_G-361
SKCM_G-MEL
SKCM_GAK
SKCM_HMV-II
SKCM_HT-144
SKCM_Hs-939-T
SKCM_Hs-940-T
SKCM_IGR-1
SKCM_IGR-37
SKCM_IPC-298
SKCM_IST-MEL1
SKCM_K2
SKCM_LB2518-MEL
SKCM_LB373-MEL-D
SKCM_LOXIMVI
SKCM_M14
SKCM_MEL-HO
SKCM_MEL-JUSO
SKCM_MMAc-SF
SKCM_MZ2-MEL
SKCM_MZ7-mel
SKCM_Mewo
SKCM_RPMI-7951
SKCM_RVH-421
SKCM_SH-4
SKCM_SK-MEL-1
SKCM_SK-MEL-2
SKCM_SK-MEL-24
SKCM_SK-MEL-28
SKCM_SK-MEL-3
SKCM_SK-MEL-30
SKCM_SK-MEL-31
SKCM_SK-MEL-5
SKCM_UACC-257
SKCM_UACC-62
SKCM_VMRC-MELG
SKCM_WM-115
SKCM_WM1552C
SKCM_WM278
SKCM_WM35
SKCM_WM793B
STAD_23132-87
STAD_AGS
STAD_FU97
STAD_GCIY
STAD_HGC-27
STAD_HSC-39
STAD_Hs-746T
STAD_IM-95
STAD_KATOIII
STAD_MKN28
STAD_MKN45
STAD_MKN7
STAD_NCI-N87
STAD_NUGC-3
STAD_NUGC-4
STAD_OCUM-1
STAD_RERF-GC-1B
STAD_RF-48
STAD_SK-GT-2
STAD_SNU-1
STAD_SNU-16
STAD_SNU-5
STAD_TGBC11TKB
STAD_TMK-1
THCA_8305C
THCA_8505C
THCA_ASH-3
THCA_B-CPAP
THCA_BHT-101
THCA_CAL-62
THCA_CGTH-W-1
THCA_FTC-133
THCA_HTC-C3
THCA_IHH-4
THCA_K5
THCA_KMH-2
THCA_ML-1
THCA_RO82-W-1
THCA_TT
THCA_TT2609-C02
UCEC_AN3-CA
UCEC_COLO-684
UCEC_EN
UCEC_HEC-1
UCEC_KLE
UCEC_MFE-280
UCEC_MFE-296
UCEC_MFE-319
UCEC_SNG-M
